Id,ORGANIZATION,NAME,GENDER,SPECIALITY,ADDRESS,CITY,STATE,ZIP,LAT,LON,ENCOUNTERS,PROCEDURES
0c8ac953-bf10-38d4-833c-20956278b07a,ac426e5d-57c8-3efd-874b-85b589b383ca,Clemente531 Mejía318,M,GENERAL PRACTICE,137 N VIRGIL AVE,LOS ANGELES,CA,900044811,34.0740059185387,-118.28688539318843,48,0
6c0174e5-d518-35a4-ba21-a885b2368cc6,52807894-b118-3e74-84e6-99c2af520b8e,Milo271 Schinner682,M,GENERAL PRACTICE,11011 CRENSHAW BLVD SUITE 203,INGLEWOOD,CA,903036334,33.93562342842355,-118.32650284412802,143,0
82518b42-11c1-3e57-aedb-f8cdc6d77ee0,8806462c-4c2a-32ad-b873-5fe577aa8338,Marta91 Tejeda887,F,GENERAL PRACTICE,3000 N GATE ROAD,SEAL BEACH,CA,907402535,33.77321795,-118.07813602083837,9,0
84e941f7-1fd1-3648-9da8-3345e701fac2,ad1a4d2b-b32c-3558-851d-15a0eb97cd1c,Lesley194 Crooks415,F,GENERAL PRACTICE,1119 EAST MONTE VISTA AVENUE,VACAVILLE,CA,956883009,38.36079005,-121.97670764718225,74,0
7118819f-c053-3101-9571-0fab9043af42,c63030a8-50de-3b32-9559-f24fa51a0005,Nickolas58 Schumm995,M,GENERAL PRACTICE,6501 COYLE AVE,SACRAMENTO,CA,958212122,38.66952005,-121.31317653001221,272,0
c572913e-1d24-35d8-99ae-d9fce424a15b,288c0530-bb5a-3101-ad56-3fff661228cf,Fidela881 Jones311,F,GENERAL PRACTICE,14621 TITUS STREET  STE 203,PANORAMA CITY,CA,914027307,34.21983102702703,-118.45134062162163,2,0
4132a4d0-8824-3750-9a15-70382a47be94,955666b7-a665-32ac-ad80-d5b6579ae610,Aracely711 Ernser583,F,GENERAL PRACTICE,2211 CORINTH AVE STE 103,BEVERLY HILLS,CA,902112003,34.0696501,-118.3963062,7,0
1a06d571-6a35-32f8-9348-696761c142de,4d426f3e-f7c2-39c3-a033-896322709d0f,Florencia449 Acevedo301,F,GENERAL PRACTICE,1225 Oakdale Road,Modesto,CA,95355,37.662674,-120.95753,83,0
f023b14a-6c74-38be-9eee-96ae0cdac248,38fcc1cb-6c6e-31c3-9aec-b73a06136c88,Susana117 Serrato62,F,GENERAL PRACTICE,438 W LAS TUNAS DR,SAN GABRIEL,CA,917761216,34.10094775,-118.10587972761789,35,0
04a9a527-0f55-3c50-9cc0-93aee37eeee6,c62a7283-c0d5-319f-82e4-9333d9868c6e,Jeffrey461 Hirthe744,M,GENERAL PRACTICE,400 PLUMAS BLVD  SUITE 115B,YUBA CITY,CA,959915081,39.129852,-121.614639,29,0
d1c3dab0-7ae8-3e30-854b-23ff46922bd6,6e9a512c-2016-36d1-80fd-f7783bd0f85c,Latanya388 Mayer370,F,GENERAL PRACTICE,1000 QUAIL  NO 130,FONTANA,CA,923377584,34.1189092,-117.4923728,2,0
1ab95223-12a5-36d3-9fed-1eee952efc04,b05674b5-b326-3ab9-a1ba-39d106f9201f,Classie132 Leffler128,F,GENERAL PRACTICE,17836 WOODRUFF AVE,BELLFLOWER,CA,907067029,33.87143719463087,-118.11713783892617,1,0
a7d98b61-27c2-32cf-9aeb-9fa3d9ccb330,306a11fe-5d06-3576-ab68-659aed6ff09d,Chet188 Larson43,M,GENERAL PRACTICE,277 SOUTH ST,SANTA MARIA,CA,934548806,34.95125975510204,-120.42860075510204,1,0
d1383951-8872-30f1-9c0f-ba81b454c6ed,9ad66a31-c8f5-34e3-aab4-153dd6c7d029,Bertram873 Rempel203,M,GENERAL PRACTICE,585 NUT TREE CT,VACAVILLE,CA,956873353,38.36185117075607,-121.94841636231169,3,0
f5a71589-2826-3cd2-aa08-ae6c9baf58a5,2341cf1e-7860-363f-9a75-6e78493e6c56,Adaline602 Osinski784,F,GENERAL PRACTICE,3590 E IMPERIAL HWY,LYNWOOD,CA,902622655,33.9309405,-118.1804334,67,0
fca85931-9f95-3b04-ab3d-79f254e4b389,2d0b5c65-7545-30cf-a81d-ed57c58a9eb2,Kirk871 Gislason620,M,GENERAL PRACTICE,3900 GARFIELD AVENUE,CARMICHAEL,CA,956086647,38.609878,-121.3368017,1,0
1eaedee0-1160-3a1e-b79f-256a4923cdde,8a171cbd-77fd-3b06-94f4-9233ec3063a3,Clotilde434 Howe413,F,GENERAL PRACTICE,438 W LAS TUNAS DR,SAN GABRIEL,CA,917761216,34.10094775,-118.10587972761789,7,0
beb053c5-20a2-39cb-af3e-a7b6c0415bab,6dba85b8-b421-376c-80ea-a2be8df0a09e,Rosana394 Christiansen251,F,GENERAL PRACTICE,1060 E 70TH ST,LONG BEACH,CA,908051008,33.8809089,-118.17961269619536,40,0
3b62fe41-652f-3bba-916e-3372be900c88,ee0c5ab9-1b30-3800-ab0f-317da40c01b4,Tiffaney302 Brakus656,F,GENERAL PRACTICE,875 N BREA BLVD,BREA,CA,928212606,33.9349157,-117.89386520607448,720,0
b4285c9b-2aad-31fd-881b-73db983bc3db,f1064d5f-5b9b-3d3b-85ed-53f8f424813e,Eldon28 Cassin499,M,GENERAL PRACTICE,2975 SYCAMORE DR,SIMI VALLEY,CA,930651502,34.28907715,-118.74568288307515,275,0
f618f859-9c8e-3fe4-8ea5-ca5b9068283c,e4fea91b-f4c7-3e48-9ee6-7712e4f5030a,Martha161 Champlin946,F,GENERAL PRACTICE,1652 W TEXAS ST STE 207,FAIRFIELD,CA,945336080,38.24936757046979,-122.05919895302013,7,0
5472a413-ac5a-33a0-b672-91df4b8b975d,2fdb9404-2926-393a-b4ae-790462c1bb9c,Saul605 Ratke343,M,GENERAL PRACTICE,1310 W STEWART DR,UPLAND,CA,917864920,34.09751,-117.6483876,127,0
6188d1ee-c6e6-3004-b044-322f6a32d52d,2a65aeaa-3efa-3496-8b30-ddbb473359f1,Grazyna952 Grady603,F,GENERAL PRACTICE,1711 WEST TEMPLE STREET  SUITE 7607,LOS ANGELES,CA,900265421,34.069422599999996,-118.26360707066908,23,0
7c1f090f-a666-3eb6-af4f-ec99eab9cfa4,2077543a-d86b-3cff-886c-ec9e5b991da5,Sunny31 Gleason633,F,GENERAL PRACTICE,1680 EAST 120TH STREET,LOS ANGELES,CA,900593026,33.92289615,-118.24269392395072,374,0
48ccf860-79c0-3173-bd78-be2cded1108d,09d62d68-187a-3b8e-87cb-28e7c59231d0,Candyce305 Cremin516,F,GENERAL PRACTICE,975 CASS ST,SEASIDE,CA,939553629,36.62593,-121.8169383456945,9,0
043d9fb9-2d31-3026-92c0-15593b6373a5,5ce07dfc-9413-38ed-b564-4fb35739698d,Brandon214 Deckow585,M,GENERAL PRACTICE,124 S COLLEGE DRIVE,SANTA MARIA,CA,934545325,34.9385168,-120.4248686,10,0
20658151-b2a7-348c-ad78-b13b60165446,dab5e3e2-ec40-3713-97b5-6d23635e9372,Leandro563 Bahringer146,M,GENERAL PRACTICE,123 ATLANTIC AVE,LOS ALAMITOS,CA,907203562,33.8038865,-118.0772433,4,0
4a08d86d-47a1-3b0b-ad93-de82e3e91b07,cc6760f7-06d8-3152-ab5e-755c7cdf601c,Zane918 Ferry570,M,GENERAL PRACTICE,816 EAST ENOS DRIVE,SANTA MARIA,CA,934548205,34.934393535806414,-120.42278392789598,147,0
51313a1e-0d72-348e-bbb1-2f7fd4461027,26266c51-a274-38a9-8117-2b46cf2296f9,Verline727 Bartoletti50,F,GENERAL PRACTICE,10999 RIVERSIDE DRIVE  SUITE 304,NORTH HOLLYWOOD,CA,916022239,34.1729044,-118.3740371,3,0
2fa31ad0-83b7-3969-b364-84acc40bea64,50f71c5b-5d86-331e-9373-743298fa51ac,Claretha922 Kiehn525,F,GENERAL PRACTICE,100 HARTLE CT,NAPA,CA,945594020,38.2835307,-122.27955018405059,58,0
bfa0973d-3658-3eb3-aeab-d46d0a630c33,ce8c758a-8ee0-3e7e-9522-ff6e89dd836f,Elisa944 Alvarado520,F,GENERAL PRACTICE,1889 NATIONAL CITY BLVD.,NATIONAL CITY,CA,919505517,32.666751,-117.102762,3,0
8b708180-8975-3e41-b88f-4334c9a60aba,a3dd5d7b-5773-3cc9-9463-b4452820d9ab,Emmitt44 Jaskolski867,M,GENERAL PRACTICE,11724 VENTURA BLVD STE A,STUDIO CITY,CA,916042621,34.14140806060606,-118.38822866666666,33,0
c8937d5a-0e06-3c78-a8d5-8c5ea1ed9df0,3b8012f2-3f59-3700-8305-7e10100e60d5,Florencia449 Rosado690,F,GENERAL PRACTICE,1645 ANAHEIM ST.,HARBOR CITY,CA,907103213,33.78638168292683,-118.30626907317074,72,0
06875232-30ab-362c-9e6c-248e7534205e,243ea890-9665-3ed2-8bfb-8710387a9a80,Shameka870 Reichert620,F,GENERAL PRACTICE,325 W CHANNEL ISLANDS BLVD,OXNARD,CA,930334501,34.17373991875914,-119.1801758833425,7,0
30b59223-de75-3fa0-bb8d-e37ad9c596d3,ea9e4577-d8bd-3ee0-913b-1d987fa4d3db,Magaret757 Kiehn525,F,GENERAL PRACTICE,2315 OTAY LAKES RD,CHULA VISTA,CA,919151162,32.648796,-116.964834,1,0
f712af8a-406b-3fd1-bb59-bc7de2ee7bdf,72c85f98-56d0-3959-b74a-e9071645aa26,Jorge203 Valdivia496,M,GENERAL PRACTICE,22310 WARDHAM AVE,HAWAIIAN GARDENS,CA,907161740,33.82656788888889,-118.06495222222222,51,0
94539894-25a0-38ea-8cf9-2c88411569aa,299e2731-a4c8-3110-abf4-176a65b2fce1,Nilsa143 Moore224,F,GENERAL PRACTICE,47111 MONROE STREET,INDIO,CA,922016739,33.7061251,-116.23612764229054,210,0
e560aca0-9ba7-3432-bf01-d953c40e3a01,f4532da4-a828-3a33-ac68-0b8920362788,Carman694 McGlynn426,F,GENERAL PRACTICE,2811 WILSHIRE BLVD STE 800,SANTA MONICA,CA,904034808,34.037446842592594,-118.47552907407407,39,0
ec405316-d24c-334e-ade1-b0042c62a568,8b29cbe0-eba1-3fc9-a930-2aef5cbe0f16,Chi716 Boehm581,M,GENERAL PRACTICE,500 LA TERRAZA BLVD STE 150,ESCONDIDO,CA,920253876,33.112625,-117.095855,2,0
c52e44f8-74db-3c77-b66b-1a5371139ef2,3464bba2-d19a-32dc-91b0-a7a64faf883d,Kirstin394 Bashirian201,F,GENERAL PRACTICE,751 S BASCOM AVE,SAN JOSE,CA,951282604,37.31312855,-121.935317957676,193,0
7df87662-4a34-3694-b16f-ed5105e2fea4,4a7be363-3be5-30a0-9d28-df5b8ba13eb0,Kizzie166 Schinner682,F,GENERAL PRACTICE,3055 ALVARADO ST STE 108,SAN LEANDRO,CA,945775711,37.70595105,-122.1528419208034,88,0
09277d80-1f9a-3823-ad73-b11e3bd208c7,9614b1d9-a8ea-3ea9-85a8-b55bb339f13c,Steve819 Green467,M,GENERAL PRACTICE,1100 E BROADWAY STE 301,GLENDALE,CA,912051380,34.14617,-118.241657,30,0
d5d96853-9b82-3a02-87dd-d150c972f38b,550522fa-aade-311a-b064-5f800b624f8c,Abraham100 Graham902,M,GENERAL PRACTICE,1908 COFFEE RD,MODESTO,CA,953552719,37.67117364285715,-120.97581157142857,13,0
3919ef8e-3519-3a17-8759-88d390763c02,5d996db8-84df-37a6-b696-72f9a9366abc,Keisha459 Deckow585,F,GENERAL PRACTICE,2888 LONG BEACH BLVD,RANCHO PALOS VERDES,CA,902755370,33.7483311,-118.3707683,73,0
fdaefd4a-6ae2-3fd7-a509-6e0a3e773eff,7409096a-183b-34b1-be57-fc53f9774016,Jon665 Thompson596,M,GENERAL PRACTICE,1901 HARRISON ST STE 1100,OAKLAND,CA,946123648,37.8067074,-122.2656495,1,0
27752284-ac13-3ee2-8dd6-22e0dccf8576,e30f1923-86fc-301f-aa73-103b349acab2,Jeannetta566 Glover433,F,GENERAL PRACTICE,2505 SAMARITAN DR,SAN JOSE,CA,951161606,37.25231,-121.9500877,47,0
8cc7aef3-4b0b-3733-b71d-b8f8900de6f1,726fbc7e-ba9b-384a-937f-cf15a16ce337,Kenna183 Armstrong51,F,GENERAL PRACTICE,1117 W MANCHESTER BLVD,INGLEWOOD,CA,903011596,33.9562003,-118.353132,1,0
958a3254-0f54-32b2-a2b2-b8786fc8713a,5cbff5bd-ae3a-31b2-b359-3b3ca0e2f3b0,Jimmy858 Spencer878,M,GENERAL PRACTICE,221 N SAN DIMAS AVE  SUITE B,LA CRESCENTA,CA,912144570,34.230429,-118.2350733,1,0
1bc2b901-c5bd-3616-b4be-71da48221a8b,604164c7-656f-3d06-ad92-5b8d41f3470c,Polly738 Klein929,F,GENERAL PRACTICE,1140 EXPOSITION BLVD STE 700,SACRAMENTO,CA,958154334,38.59585907142857,-121.43910197959184,1,0
79c2e45e-171f-3bde-b221-cbb632bf1aad,73b6ad63-56f7-3f42-bbe3-079fa082a9ed,Theo630 Hammes673,F,GENERAL PRACTICE,2800 BENEDICT DR,SAN LEANDRO,CA,945776840,37.716703300000006,-122.13080865946188,79,0
83abf10a-c544-3a0b-b36c-88bf4f587671,b3b3c8b8-d0b1-3522-bb0a-8017f3228941,Andy346 Dare640,M,GENERAL PRACTICE,7475 CAMINO ARROYO,GILROY,CA,950207348,37.01097905,-121.55779943092186,30,0
50331c69-2002-3334-aeec-00e0563918b6,8f862bf4-6c7d-3da1-84cc-aa15ee4e86c8,Leoma634 Jaskolski867,F,GENERAL PRACTICE,330 MONTROSE DRIVE,FOLSOM,CA,956302720,38.681583,-121.15817511838911,215,0
eaed9ee2-3afd-34b9-9f25-391a7c4fced8,778abc7a-f5e2-3366-a458-b5206db001c8,Fidelia216 Effertz744,F,GENERAL PRACTICE,650 W ALLUVIAL AVE,FRESNO,CA,937276588,36.84389325,-119.72604386708018,34,0
43a9d504-b480-337f-ba6f-2d965c06702e,77773611-cdd9-3f91-9137-16c3c1f96798,Doug189 Macejkovic424,M,GENERAL PRACTICE,24318 HEMLOCK AVE,MORENO VALLEY,CA,925577225,33.942088557397,-117.2405072093621,69,0
914e5b4a-1449-32b5-8934-eb08e23377af,e69846b5-b69c-3337-a932-6a9982316572,Enrique929 Maldonado119,M,GENERAL PRACTICE,1900 S LONGWOOD AVE,LOS ANGELES,CA,900161408,34.039818,-118.34537,10,0
30dc7587-e27e-37c8-ae35-eec1745ff701,f3423ebc-9130-346a-b0ce-4d525ea9bb7b,Conchita9 Corrales691,F,GENERAL PRACTICE,9995 CARMEL MOUNTAIN RD,SAN DIEGO,CA,92129,32.96074465006127,-117.11202541583458,46,0
c21f46a8-07d2-3c86-bdd4-ff4452c589f4,6f8eb99b-ee1e-3791-9778-ff3a392246a2,Marhta321 Metz686,F,GENERAL PRACTICE,22675 ALESSANDRO BLVD,MORENO VALLEY,CA,925538551,33.917001223552035,-117.26702073080725,113,0
0d5b7b8c-1552-3f41-a071-543bb73f968a,a6d6ce06-33b5-3ec7-9d02-86205d63b766,Nell215 McCullough561,F,GENERAL PRACTICE,14051 RAMONA PKWY,BALDWIN PARK,CA,917064114,34.085192160447214,-117.96786700355459,66,0
2d644a90-47e3-3ec9-bee5-8e7e3000b278,6df2eb68-23c1-3e1f-b3a9-fcdaf1b56036,Celena734 Dooley940,F,GENERAL PRACTICE,644 E REGENT ST UNIT 101,INGLEWOOD,CA,903014504,33.9562003,-118.353132,6,0
fb82b856-a2b0-3a0b-b939-509011f94501,ea2955a5-82f2-32cb-b7c7-5d3629979bb0,Hilario934 Gibson10,M,GENERAL PRACTICE,1700 HAMNER AVE  SUITE 104,NORCO,CA,928602957,33.9073499,-117.5622545,43,0
0010d880-85c0-3ab9-82f0-2a2e4dfb6246,2886c15b-c014-3055-89c3-700c60ff9cbc,Danny396 Boyer713,M,GENERAL PRACTICE,3311 PACIFIC AVENUE,LIVERMORE,CA,945507007,37.6757202,-121.75497403898679,44,0
f4651875-6564-3257-840e-6f4eeea8d131,357e84ea-e14e-30ef-b6ce-5c0e3323d836,Lorenzo669 Segura601,M,GENERAL PRACTICE,3351 EL CAMINO REAL,ATHERTON,CA,940273802,37.466178,-122.20701236922542,1,0
b0f5e964-bd5d-322c-91bd-8e8db08d5bf1,4df7b96d-079c-3a41-9abc-aad233e7b7e5,Elbert916 Kunze215,M,GENERAL PRACTICE,24445 HAWTHORNE BLVD STE 105,TORRANCE,CA,905056562,33.80034565,-118.35160483264585,2,0
13d3bb2f-d969-37ad-ab5b-85db25498068,a8275466-e516-3df2-ab92-c192572194e4,Carie544 Dibbert990,F,GENERAL PRACTICE,1221 ROSEMARIE LN,STOCKTON,CA,952076703,37.98744145,-121.31961517636543,1,0
df5fc971-5994-3f51-8197-88c752014463,1116ce42-2c7c-3e5b-af66-665d4c04498d,Katy259 Braun514,F,GENERAL PRACTICE,16745 WEST BERNARDO DRIVE  SUITE 240,SAN DIEGO,CA,921271908,33.014772,-117.081141,4,0
74158863-f177-3e9a-aa7b-72d5c1b55441,e6b3c7cf-49d3-3f0e-9445-11a5614a0ad3,Chris95 Casper496,M,GENERAL PRACTICE,4650 LINCOLN BLVD,MARINA DEL REY,CA,902926638,33.98135232254192,-118.4401292012784,1422,0
75ebf20a-efb4-3e9b-8545-1abdf579e8b5,d6296e3f-ed1c-3545-acc8-9d0ddcff1719,Evette961 Lehner980,F,GENERAL PRACTICE,13742 AMAR RD,LA PUENTE,CA,917461683,34.05397005862314,-117.97732899440513,33,0
4b74dc25-f335-3886-a831-af18892188e8,86e5f3cf-245e-3436-b6df-1951c4c2480c,Wilburn655 Marquardt819,M,GENERAL PRACTICE,520 E FOOTHILL BLVD SUITE D,POMONA,CA,917671200,34.1070536,-117.7369105,12,0
356a4fcb-a3ba-391f-86a6-b8697c00a703,27cabd2c-a8ec-3860-9ca0-671577afe7b4,Adela471 King743,F,GENERAL PRACTICE,5555 GROSSMONT CENTER DR,LA MESA,CA,919423019,32.78093805,-117.00666249522895,137,0
44dc6eb7-476b-3dc9-9f0d-b00d4eb67e0a,e0b2515a-3b23-3eb6-a94d-c537de22308d,Isiah14 Nikolaus26,M,GENERAL PRACTICE,350 HAWTHORNE AVENUE,OAKLAND,CA,946093108,37.8205823,-122.2664037,153,0
2a537a3f-7386-3517-b279-c2354e27337c,accc48e0-9f06-3cbe-89d3-df83ee3cd925,Moon129 Howe413,F,GENERAL PRACTICE,1809 VERDUGO BLVD,GLENDALE,CA,912081402,34.20572112438017,-118.21518567231655,14,0
b4ae6532-4718-3522-b4db-930aeed518b5,8b3c60eb-5961-3177-9920-a41eb4556e9b,Jackelyn13 Pacocha935,F,GENERAL PRACTICE,3555 CESAR CHAVEZ STREET,SAN FRANCISCO,CA,941104403,37.74699015,-122.4208571403392,20,0
abb11113-b7dc-36ec-9b52-d71a5757d3b3,10b350f1-a924-3d41-bc8c-961de8784b88,Sonia106 Carrasquillo418,F,GENERAL PRACTICE,7912 TOPLEY LN,SUNLAND,CA,910403336,34.255386,-118.30623759183673,1,0
1ad1d87b-76d9-3bcd-920f-25e48336ef8e,753e6fb7-44c8-3d87-93d2-88e350f7c65d,Gabriela205 Garrido242,F,GENERAL PRACTICE,5190 ATLANTIC AVE,LONG BEACH,CA,908056510,33.85024593877551,-118.18481673469388,77,0
