Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
2840621b-b006-18dd-5c9f-1dd84e4c258b,2006-04-03,,999-16-6505,S99977141,,Ms.,Kathlyn335,Leta870,Ryan260,,,,white,hispanic,F,Chico  California  US,903 Dare Junction,Colton,California,San Bernardino County,6071,92313,34.07883498969388,-117.22728049903446,4100.00,414490.24,41955
604a2c9f-7e59-a926-3cbd-25e02ca7bd6f,2002-03-11,,999-13-5249,S99979201,X56363508X,Ms.,Diane211,Mitsue965,Ziemann98,,,,white,nonhispanic,F,Fremont  California  US,890 Leffler Glen,Lynwood,California,Los Angeles County,6037,90222,33.92414301726062,-118.18507231896243,9189.35,331797.53,16510
0d89d84d-4a23-d438-71e2-39df3f4e78da,1970-01-23,2022-11-18,999-64-9697,S99983571,X69217480X,Mrs.,Carolina179,Caridad510,Galindo802,,Garay400,M,black,nonhispanic,F,Panama City  Panama  PA,490 Ledner Overpass,Glendale,California,Los Angeles County,6037,91207,34.226031143687095,-118.2276314017937,2759415.09,2321427.49,49205
68128615-470d-4825-1d7c-48b051400a65,1962-02-16,,999-92-7338,S99971576,X44149694X,Mrs.,Jana258,,Lindgren255,,Sauer652,M,white,hispanic,F,Merced  California  US,757 Stoltenberg Street Apt 54,Lakewood,California,Los Angeles County,6037,90703,33.79676879672098,-118.19984194746718,187565.76,1429587.02,26709
518058a8-d556-da67-2a34-3bcdc7a5d97f,2007-04-16,,999-71-1989,S99963997,,,Melvin857,Russ979,Schuppe920,,,,white,nonhispanic,M,Corcoran  California  US,681 Herman Club Unit 33,San Leandro,California,Alameda County,6001,94580,37.698239245596916,-122.17831374682673,4652.49,922655.69,29546
7b9759b7-90a5-7e96-80b2-e3bf46c63901,2001-06-29,,999-76-3659,S99987308,X9844863X,Mr.,Mack300,Bobbie849,Predovic534,,,,white,nonhispanic,M,Los Angeles  California  US,141 Osinski Orchard Suite 68,Oxnard,California,Ventura County,6111,93036,34.259915414980064,-119.25540368104339,62325.87,16111.33,83024
5ebd7418-2dae-6d43-d527-d412f3547b6d,1968-03-18,,999-26-5958,S99960053,X68779576X,Mrs.,Kirstin394,Halina47,Koelpin146,,Stroman228,M,white,nonhispanic,F,Lake Los Angeles  California  US,127 O'Kon Bypass Apt 78,Long Beach,California,Los Angeles County,6037,90813,33.69883496486955,-118.25073190959984,1086806.31,230838.80,75703
11e95f62-f9e0-81e1-4133-346a451473a2,2018-01-10,,999-13-6206,,,,Libbie63,,Dietrich576,,,,white,hispanic,F,Eastvale  California  US,1009 Block Burg,Santa Maria,California,Santa Barbara County,6083,93458,34.99919767213056,-120.51957904574013,25811.87,4063.37,91836
795f1595-b41b-0508-fbfe-7eb8e1022307,1998-11-16,,999-17-3983,S99990446,X8324530X,Ms.,Thomasina264,Marge692,Greenfelder433,,,,white,nonhispanic,F,Suisun City  California  US,892 Mann Track,Fallbrook,California,San Diego County,6073,92028,33.37529373182419,-117.25061921806204,119386.67,116160.43,69068
2bca3715-a0a9-e84c-d799-8da350658e24,1964-09-10,,999-56-7956,S99949700,X72742845X,Mrs.,Blair400,Sabra779,O'Kon634,,O'Keefe54,W,white,hispanic,F,Dana Point  California  US,790 Nicolas Estate Suite 24,Paramount,California,Los Angeles County,6037,90221,33.86967945952481,-118.12120655859334,754214.85,648216.43,56968
6e51062b-c230-3c26-b01b-5e99cb6e0829,1966-08-16,,999-92-7027,S99927661,X10990858X,Mrs.,Brook779,Carroll471,Wuckert783,,Quigley282,M,white,nonhispanic,F,Fairfield  California  US,393 Lowe Brook,Sacramento,California,Sacramento County,6067,95841,38.54538161751027,-121.39834095722982,18902.43,1037268.91,9532
9ea7c7ac-975d-9eb8-1337-ff232a4201d1,1949-08-30,2009-04-02,999-57-8344,S99979895,X71439947X,Mrs.,Lourdes258,Graciela518,Ruiz676,,Piña753,M,white,hispanic,F,Bayamon  Puerto Rico  PR,210 Wilderman Spur,Yuba City,California,Sutter County,6101,95991,39.081149476880555,-121.70768973322758,1373663.87,443659.25,48544
6c2f0969-4280-4e3d-1c4b-9c79cc2aa4fa,1964-11-18,2020-08-24,999-44-7786,S99924424,X46041564X,Mrs.,Claudia969,María Luisa888,Valadez233,,Velázquez409,M,black,hispanic,F,Mexico City  Mexico City  MX,457 Herman Crossroad Suite 45,San Bernardino,California,San Bernardino County,6071,92404,34.17005586827079,-117.26054200850227,619578.66,1330548.49,37466
8444c5c4-2c5a-a008-842b-4c8d4b062a45,1964-11-18,1967-07-05,999-27-2564,,,,Leonor133,Margarita164,Casas271,,,,black,hispanic,F,Roseau  Saint George  DM,301 Kuhlman Ville,San Bernardino,California,San Bernardino County,6071,92411,34.095241325424844,-117.21895055626753,4072.22,23091.15,37466
d89a554c-aff0-3dc1-5768-4c617cfdb067,2003-09-15,,999-35-7472,S99934006,X59107677X,Ms.,Tyler508,Aleida76,Green467,,,,white,nonhispanic,F,Simi Valley  California  US,760 Rowe Mill Unit 34,Vallejo,California,Solano County,6095,94589,38.21067873816201,-122.21608524096739,5045.38,386569.33,20542
a66d1598-b8c1-2084-ed54-a3ecb8f81182,1970-01-23,,999-32-4150,S99941658,X80997333X,Mrs.,Rebeca548,,Magaña874,,Matos876,D,black,nonhispanic,F,Santiago de los Caballeros  Santiago  DO,664 Hickle Grove Unit 51,Glendale,California,Los Angeles County,6037,91011,34.15191199148367,-118.25104230463195,937154.65,241580.90,49205
82ab8378-6d0e-db93-881c-f0a32da8e787,1986-11-05,,999-46-8589,S99934025,X42941363X,Mr.,Marlin805,Jerrell6,Brown30,,,S,asian,nonhispanic,M,Shanghai  Shanghai Municipality  CN,438 Feil Crossroad Unit 0,Oxnard,California,Ventura County,6111,93041,34.201044616062234,-119.15812339051448,6882.02,122081.82,17116
b92f9dec-9d9a-7dd6-7bda-03c74e272be9,2005-06-23,,999-28-4777,S99925246,,Mr.,Hernán834,Rubén780,Reyes140,,,,white,hispanic,M,San Jose  San Jose  CR,1018 Cummings Junction Apt 78,Terra Bella,California,Tulare County,6107,93270,35.984158694644506,-119.11199369924839,48908.31,6559.70,75409
f2db1303-b629-78eb-1bbe-c72c99404dc8,1969-12-08,,999-22-8970,S99921661,X19177496X,Ms.,Kerri159,,Lakin515,,,S,white,nonhispanic,F,Hemet  California  US,984 O'Connell Forge,Murrieta,California,Riverside County,6065,92562,33.519286966552734,-117.14088421062124,999201.45,273095.05,116417
ba033d90-520a-eb20-0404-e310dc5cc4d0,1994-12-10,,999-28-5023,S99956360,X28575024X,Mr.,Rigoberto443,Olin642,Adams676,,,S,white,nonhispanic,M,San Bernardino  California  US,898 Bode Lock Apt 59,Goleta,California,Santa Barbara County,6083,93111,34.44868985422772,-120.0895515368498,81182.02,23205.69,150385
bf44d0fb-368b-f04d-369f-3835e366e883,1962-12-01,,999-87-2992,S99933213,X34755835X,Mrs.,Delora619,,Gutmann970,,Zulauf375,W,white,nonhispanic,F,Winter Gardens  California  US,460 Gutmann Road Unit 80,West Covina,California,Los Angeles County,6037,91744,34.09830638608159,-117.88465292651162,1341334.94,559284.68,47301
78ec6d34-7093-8ff9-4fa1-faf7e225bb3d,1964-11-18,1996-03-26,999-18-5909,S99972435,X44925732X,Ms.,Cecilia788,,Cuellar188,,,S,black,hispanic,F,San Juan  Puerto Rico  PR,224 Jones Knoll,San Bernardino,California,San Bernardino County,6071,92405,34.137451381587674,-117.18911125996294,371217.51,390818.81,37466
a2dbecaa-50ad-f956-5321-81528d9eb603,2022-05-20,,999-58-3255,,,,Trang668,,Block661,,,,white,nonhispanic,F,Escondido  California  US,557 Haag Dam,Roseville,California,Placer County,6061,95661,38.75392584465826,-121.27938736374433,10298.46,0.00,108636
9fd9a871-7e6e-67b5-4ddb-dfd6c64c8dc6,1949-08-30,2005-02-10,999-88-7549,S99940540,X72967593X,Mrs.,María Soledad68,Sofia418,Montañez267,,Cavazos163,M,white,hispanic,F,Santiago de los Caballeros  Santiago  DO,1006 Gutkowski Divide Suite 50,Yuba City,California,Sutter County,6101,95993,39.12944627649715,-121.66846795443402,1334593.28,421775.68,48544
19543240-399b-53f9-1e1b-871e19336ad0,1951-10-13,,999-43-5796,S99925100,X31508969X,Mrs.,Julieta402,Brinda322,Dach178,,Dicki44,W,white,hispanic,F,San Diego  California  US,176 Bernier Route Apt 42,San Diego,California,San Diego County,6073,92134,32.92030479149398,-117.20472392079911,35404.78,1733566.72,11263
4a5f38b5-94ee-c4e2-3887-30e7b4acf06a,1994-03-21,,999-81-8327,S99993456,X451485X,Mr.,Jarod376,,Parker433,,,M,white,hispanic,M,Grass Valley  California  US,1080 Funk Rest,Buena Park,California,Orange County,6059,92804,33.88974061494345,-118.04950889287306,89603.37,15342.45,54562
079bc1cc-4b13-f5ec-4771-e491f6e80a0b,1977-05-27,,999-85-9359,S99914672,X272499X,Mr.,Herschel574,Wiley422,Wisozk929,,,M,white,nonhispanic,M,Fresno  California  US,550 Williamson Estate Unit 17,Oxnard,California,Ventura County,6111,93043,34.18296405355911,-119.20737437445871,102869.42,95522.52,25386
99430ae2-dc38-5fda-334f-6374dc699640,2011-05-16,,999-21-7352,,,,Pablo44,,Villalobos491,,,,white,hispanic,M,Gaudalajara  Jalisco  MX,272 Huel Manor Apt 2,Los Angeles,California,Los Angeles County,6037,90045,34.12047931750799,-118.20299956983206,50130.37,3255.74,125099
e51c2824-b3b9-4954-d87d-9bca8f851594,1966-05-02,,999-85-6902,S99951464,X74818736X,Mr.,Adam631,Burt293,Wisozk929,,,M,black,nonhispanic,M,Santa Ana  California  US,986 Boyer Crossing Suite 37,Stockton,California,San Joaquin County,6077,95215,38.0188175016852,-121.24799990106341,10743.68,426566.53,5602
2e6493d1-7341-c0f0-1a0b-95c809025a24,1964-11-18,,999-64-7020,S99969052,X39772705X,Mrs.,Rosario163,Clara183,Olivas524,,Muro989,M,black,hispanic,F,Caracas  Capital District  VE,232 Rowe Landing Apt 9,San Bernardino,California,San Bernardino County,6071,92346,34.08366491622298,-117.29904173982767,314797.37,330048.59,37466
fdb46531-08cd-7375-84f9-b40d13251dcb,2001-03-02,,999-64-6698,S99913589,X73973592X,Ms.,Barbera53,,Frami345,,,,white,hispanic,F,Malibu  California  US,711 Kozey View Apt 42,Visalia,California,Tulare County,6107,93292,36.420635884665565,-119.41181549459489,65647.12,235221.74,191387
ff428404-b44f-8f3d-34a7-dc3576e67862,2004-02-20,,999-35-9693,S99955399,X26450133X,Mr.,Damon455,Earle679,Bernier607,,,,white,nonhispanic,M,Los Angeles  California  US,903 Bailey Dale Apt 66,Burbank,California,Los Angeles County,6037,91504,34.22051897364435,-118.31930147890476,57147.82,12200.51,107645
7360cfd8-c572-10c1-c829-81743ce7a9a7,1916-10-17,1977-01-25,999-57-9957,S99934512,X24577512X,Mr.,Bill567,Cesar434,Kuphal363,,,M,white,nonhispanic,M,Concord  California  US,827 Kuhic Lock,Windsor,California,Sonoma County,6097,95492,38.660185722926684,-122.92346621264252,280610.39,1773607.56,25435
7879e253-82e1-0099-ae33-5ba2b8e7ee99,2005-11-18,,999-15-2098,S99987470,,Ms.,Graciela518,Rebeca548,Espinosa298,,,,asian,hispanic,F,Kingston  Kingston  JM,1020 Tremblay Approach,Long Beach,California,Los Angeles County,6037,90810,33.829065194517874,-118.17435313062347,10955.30,89126.31,37944
43102941-d019-17b3-ac6e-5c54bd31eaa3,1947-04-04,,999-36-9438,S99944797,X32550629X,Mrs.,Marine542,,Upton904,,Hilll811,M,white,nonhispanic,F,Moreno Valley  California  US,1059 Hayes Bridge Apt 20,Visalia,California,Tulare County,6107,93277,36.41038406190446,-119.25369584329913,272773.86,970605.65,245175
cf797e8c-5c92-4ff0-f469-7a3d528afab6,2008-05-08,,999-80-5307,S99941322,,,Sherrell611,,Cartwright189,,,,white,nonhispanic,F,Dublin  California  US,816 Haley Fort,Long Beach,California,Los Angeles County,6037,90805,33.75024202789465,-118.18878723676163,38543.03,25419.62,70024
d052779e-057d-05ce-c740-225950021f36,2024-03-25,,999-57-7986,,,,Marco578,,Bashirian201,,,,white,hispanic,M,Garden Grove  California  US,879 Donnelly Junction,Petaluma,California,Sonoma County,6097,94952,38.341556487322904,-122.68017164509573,4936.40,1018.27,59416
22573dd4-d95c-b67f-5abd-5b794642a483,1958-06-26,,999-72-2068,S99910851,X36550548X,Mr.,Clyde817,Lucien408,Dickinson688,,,M,white,nonhispanic,M,Avenal  California  US,733 Ruecker Row Unit 7,Sacramento,California,Sacramento County,6067,95817,38.47436904838253,-121.39278600523129,187720.46,67219.19,58390
6fcf5e82-91ae-a815-f114-45fe5be87ccb,1972-01-27,,999-30-1316,S99945376,X88183279X,Mrs.,Lisa683,Tristan353,McClure239,,Schmitt836,M,white,hispanic,F,Wildomar  California  US,265 Abbott Walk,Tulare,California,Tulare County,6107,93274,36.22516997271142,-119.38158726291992,17195.63,1078820.14,4931
0dc65087-83bc-2658-18b2-ec348fee2228,1949-08-30,,999-31-3075,S99999739,X66397939X,Mrs.,Manuela585,Olivia294,Jiménez568,,Cano735,W,white,hispanic,F,Caracas  Capital District  VE,981 Kohler Rue,Yuba City,California,Sutter County,6101,95993,39.11065336601492,-121.61419630672864,357047.47,282012.55,48544
4fd28cf9-05f6-8d54-9794-141842cb2814,1985-07-30,,999-22-3412,S99970956,X25172171X,Ms.,Jonie421,,Mraz590,,,S,white,hispanic,F,Thousand Oaks  California  US,116 Davis Lock Apt 54,Riverside,California,Riverside County,6065,92508,33.87971461169113,-117.28344999328449,13342.97,1158312.17,10218
bfc38518-21aa-23e0-ebb6-4312e6a2a47d,1980-08-30,,999-67-1481,S99958527,X75651540X,Ms.,Karan473,Joette227,Pagac496,,,S,white,nonhispanic,F,Inglewood  California  US,777 Kirlin Haven Apt 27,San Jose,California,Santa Clara County,6085,95148,37.43965641320663,-121.7158135555932,131991.50,393565.93,188949
a3cb4f85-462f-e95b-f019-99ad8abfe7e4,2024-12-27,,999-48-3161,,,,Treena759,,Gusikowski974,,,,white,nonhispanic,F,Pinole  California  US,260 Hagenes Landing Unit 85,Pacifica,California,San Mateo County,6081,94044,37.596926651080665,-122.43811010391603,1446.06,0.00,747954
fb3d6831-7a77-249d-d8af-e32b6664cd43,2000-10-04,,999-29-3144,S99921742,X50613828X,Mr.,Patricio639,Ignacio928,Castillo397,,,,white,hispanic,M,Gaudalajara  Jalisco  MX,142 Rippin Passage Unit 35,Mead Valley,California,Riverside County,,00000,33.7890420129834,-117.32456402054576,4698.30,104406.66,6511
ceeca8e3-8dd5-ea46-d65b-fd97da3a9c7e,1968-11-21,,999-81-3898,S99992535,X67593359X,Mrs.,Lizeth852,Sheron583,Stracke611,,Herzog843,M,white,nonhispanic,F,Brea  California  US,576 Wehner Ville,Petaluma,California,Sonoma County,6097,94951,38.242708319236506,-122.61379335021614,629433.54,1019998.56,81793
3bb16a27-e60a-e37f-30c3-a7e908ca9b57,1970-04-15,2020-10-14,999-93-2992,S99979358,X7291245X,Ms.,Barbara209,Virginia437,Pérez790,,,S,white,hispanic,F,Puebla  Puebla  MX,619 Zulauf Manor Apt 56,Los Angeles,California,Los Angeles County,6037,91602,34.224166070562745,-118.41439143344529,77272.87,1325331.06,13985
f14f14a6-1dc9-db16-00c1-5f190a77c35f,1956-02-29,,999-84-6866,S99914842,X54720678X,Mr.,Zachary28,Ed239,D'Amore443,,,M,white,nonhispanic,M,Sacramento  California  US,840 Bode Orchard Unit 23,San Diego,California,San Diego County,6073,92139,32.895357420943895,-116.96434430301225,320154.97,169323.15,122429
34e8033f-8551-1fa2-6519-f7765687935f,1985-08-07,,999-59-3715,S99941481,X15611985X,Mr.,Anderson154,,Huel628,,,M,white,nonhispanic,M,Alhambra  California  US,1042 DuBuque Skyway Suite 59,Los Angeles,California,Los Angeles County,6037,91307,33.87375144994632,-118.33125704364407,10527.83,156057.93,20443
a8510969-9512-749b-8380-994b90ec483a,1992-11-07,,999-70-2361,S99999873,X67344679X,Mr.,Stuart913,Ross213,Barrows492,,,M,white,hispanic,M,Hillsborough  California  US,406 Metz Way Unit 94,San Diego,California,San Diego County,6073,92037,33.00825392625036,-117.14143104346908,121639.85,40916.51,63399
3f5d0323-97a9-74e2-4ee9-9c652d03345b,2021-07-16,,999-82-1422,,,,Jared66,Leo278,Powlowski563,,,,white,nonhispanic,M,Escondido  California  US,537 Howell Stravenue,Mount Shasta,California,Siskiyou County,6093,96067,41.273106720904394,-122.37333523900375,600.00,20149.39,12364
b9e29226-17d8-de1f-699e-76a07c90a138,1943-02-12,2003-10-21,999-49-7205,S99979921,X67562150X,Mr.,Marquis364,Bernie827,Sipes176,,,D,white,nonhispanic,M,Turlock  California  US,843 Baumbach Knoll,Spring Valley,California,San Diego County,6073,91978,32.73675055038736,-117.00210923529674,111282.68,719031.54,186052
ac8860b7-a96c-6b4f-f4bc-5833c214fcd0,1988-07-20,,999-64-1305,S99983236,X67107107X,Mrs.,Ulrike696,,Flatley871,,Senger904,M,white,nonhispanic,F,Lemoore  California  US,415 Hand Neck Apt 36,Oceanside,California,San Diego County,6073,92081,33.12792566180483,-117.3706711406735,102956.92,1010215.59,25740
8c9615b4-61b0-3e8e-07fb-e17fcef98fed,1947-02-20,,999-12-6543,S99919447,X47081367X,Mrs.,Niesha86,Noriko180,Reynolds644,,Fahey393,M,white,hispanic,F,El Cerrito  California  US,343 Raynor Trail,Rancho Palos Verdes,California,Los Angeles County,6037,90275,33.82832563595364,-118.4132297842276,361922.49,581107.32,164439
cf982650-b608-c0bb-c15e-90f90a089e9f,1970-04-15,,999-69-2431,S99960350,X84238316X,Mrs.,Isabel214,Berta524,Arroyo916,,Almonte426,M,white,hispanic,F,Buenos Aires  Ciudad de Buenos Aires  AR,330 Russel Course Unit 50,Los Angeles,California,Los Angeles County,6037,90230,33.952952425236006,-118.46860717954698,13304.35,348686.78,13985
ce5f0bc3-5c56-7766-1110-bbeeda1405b2,1973-06-03,2018-07-26,999-43-9834,S99968410,X16326643X,Mrs.,Lyndsay952,Brenna468,Flatley871,,Bergstrom287,M,white,nonhispanic,F,Oak Park  California  US,800 Roberts Park,Cloverdale,California,Sonoma County,6097,95425,38.78760120372037,-123.01462906673933,487998.33,681800.82,35803
608dc7e0-c123-d58e-4381-bab35e0d72a1,1916-10-17,,999-97-5858,S99962463,X89583764X,Mr.,Prince887,Numbers230,Blanda868,,,S,white,nonhispanic,M,Livermore  California  US,376 Kemmer Trafficway,Windsor,California,Sonoma County,6097,95492,38.48200686089911,-122.84234834464152,183782.43,411385.00,25435
8e524668-98f7-f87d-4595-a4130340b25a,1993-10-19,,999-86-1071,S99925341,X23072962X,Mrs.,Ángela136,Virginia437,Peña909,,Mondragón635,M,white,hispanic,F,Guatemala City  Guatemala  GT,879 Cartwright Bypass,Pleasanton,California,Alameda County,6001,94586,37.630185202551374,-121.89906184676941,162792.93,817961.60,62147
a91fce3b-0be0-59b6-94ee-a7376579d354,2011-02-18,,999-96-4925,,,,Eva64,Dina200,Bauch723,,,,white,nonhispanic,F,Hayward  California  US,867 Streich Trafficway Unit 24,Daly City,California,San Mateo County,6081,94014,37.70480791923424,-122.47039910809845,47783.70,92660.28,82645
18e2182f-c522-b15b-da4f-7ce5df44ab95,1993-03-26,,999-54-6133,S99945832,X3441978X,Mr.,Hai304,Carl856,Bode78,,,S,white,hispanic,M,San Diego  California  US,207 Hamill Fork,Pomona,California,Los Angeles County,6037,91789,34.078328089648245,-117.7480150762923,90023.56,17967.84,50211
7bb47e2c-664e-4f52-8eb3-fd56d2af2a1b,1955-11-06,,999-79-8308,S99973624,X11373749X,Mrs.,Cassey386,,Marquardt819,,Weimann465,M,white,hispanic,F,Long Beach  California  US,547 Rutherford Byway Unit 78,Tamalpais-Homestead Valley,California,Marin County,,00000,37.84880015029354,-122.50362990620206,191649.55,916074.51,514609
8d5cfc07-9753-7ce5-a7db-dfbce9381d20,1971-02-25,,999-70-2514,S99988864,X44375948X,Ms.,Dolores502,Leonor133,Heredia716,,,S,white,hispanic,F,Lima  Lima Province  PE,281 Green Trail,Los Angeles,California,Los Angeles County,6037,91401,34.13983838893278,-118.29460005600154,351527.27,1296961.02,769277
2137f01f-c6c3-3825-ea9a-583aa8d6d089,1996-04-26,,999-12-2170,S99936167,X53541128X,Mrs.,Maude482,Ema785,Robel940,,Mitchell808,M,asian,nonhispanic,F,San Diego  California  US,1089 Johns Haven Suite 40,Bay Point,California,Contra Costa County,6013,94565,38.03799822143355,-121.86271254791376,103182.47,458779.30,81659
6e13949d-e798-9f0f-2bbb-78cd611778f2,2017-09-30,,999-26-1497,,,,Javier97,Martín25,Archuleta517,,,,asian,hispanic,M,San Juan  Puerto Rico  PR,429 Daniel Gardens Unit 55,Fresno,California,Fresno County,6019,93730,36.8961062949876,-119.60509655619119,4190.30,71364.06,12710
2d2b6b04-0b1f-ccf0-2378-6fa3417f12bd,1964-02-24,,999-25-3147,S99974755,X80169649X,Mrs.,Larisa542,Ilse197,Reynolds644,,Bernier607,M,white,nonhispanic,F,Cypress  California  US,307 Bahringer Walk,Petaluma,California,Sonoma County,6097,94952,38.20777969906576,-122.67373000558959,372550.25,1401490.25,187854
47646371-d9ea-6447-c2ba-4c59495e9795,1973-02-23,,999-59-5327,S99960308,X8017832X,Mr.,Samuel331,Abel832,Olson653,,,S,white,nonhispanic,M,Beaumont  California  US,893 Lemke Overpass Suite 47,Redwood City,California,San Mateo County,6081,94065,37.42123455792216,-122.26529972701267,126768.07,62655.94,56663
b4ea089c-9684-cdc9-9baa-438119dbc61b,1973-06-03,2017-10-18,999-89-3850,S99935853,X78891399X,Mrs.,Lorretta561,Hertha832,Kozey370,,Nikolaus26,D,white,nonhispanic,F,Oceanside  California  US,524 Kassulke Light,Cloverdale,California,Sonoma County,6097,95425,38.783763377194134,-123.06392376945769,458155.23,955190.68,35803
7b1d5642-f01f-540a-fa50-1a8df098b552,1996-05-22,,999-29-5218,S99955356,X31082238X,Mr.,Stefan297,Vincenzo126,Wolf938,,,S,black,nonhispanic,M,Los Angeles  California  US,484 Schulist Frontage road,Ridgecrest,California,Kern County,6029,93555,35.56694374292285,-117.6497032735936,5850.03,67651.68,43025
3fde9e00-19d7-2c19-65c8-c2010ff104c6,1986-04-23,,999-10-7278,S99958204,X82936921X,Mr.,Dominick530,Man114,Kerluke267,,,M,other,nonhispanic,M,Petaluma  California  US,622 Beatty Fork Unit 71,Los Angeles,California,Los Angeles County,6037,91105,34.065335948586934,-118.12451688219511,103350.47,76870.37,70032
6848fc93-433b-8cf1-335b-96bc61b0adbc,1962-10-20,2017-09-11,999-30-8405,S99952683,X26533734X,Mr.,Damion480,Christian753,Marvin195,,,M,asian,nonhispanic,M,Roseville  California  US,1032 Ward Pathway,Dublin,California,Alameda County,6001,94568,37.688886292234045,-121.88761792308263,120495.82,34903.59,137985
039912d9-cbe9-261b-4e3a-818547b817dd,1943-02-12,,999-93-2690,S99930091,X70179411X,Mr.,Herman763,Giuseppe872,Spencer878,,,D,white,nonhispanic,M,La Mirada  California  US,252 Pollich Run,Spring Valley,California,San Diego County,6073,91978,32.739741760762705,-117.00123934755082,299659.83,988715.66,186052
6647f6e3-e4d9-fcb9-44d1-8cbe50ad40de,1990-08-18,,999-54-1027,S99981145,X61968317X,Mrs.,Margarita164,Rebeca548,Posada6,,Marín855,M,white,hispanic,F,Buenos Aires  Ciudad de Buenos Aires  AR,532 Huels Dale Unit 79,Los Angeles,California,Los Angeles County,6037,90044,34.1672668823332,-118.37838163638493,209998.97,803352.46,23552
baa4d7fa-a709-d2a3-9aee-4f3333bfb5ff,1990-12-26,,999-79-8726,S99973813,X68621434X,Mrs.,María Soledad68,,Zaragoza109,,Serrano248,M,white,hispanic,F,Port-au-Prince  Haiti  HT,638 Kohler Mall Apt 36,Altadena,California,Los Angeles County,6037,91001,34.15625186109443,-118.106763190812,230951.72,622784.12,653164
